cvg,mae,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/a,config/b,config/c,config/tau,config/E,config/T,config/dist_type,config/gene_process,config/mode,config/r,config/n_clients,config/n_sim,config/base_seed
1.0,0.037793403362331335,1746066268,,True,1,2025-05-01_02-24-28,2.809863567352295,2.809863567352295,2624598,qMxak3,172.17.0.3,2.809863567352295,1,"202_E=5,T=1000,a=0.6000,c=2,tau=0.8000",0.6,0,2,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05895659317423722,1746066269,,True,1,2025-05-01_02-24-29,3.547130823135376,3.547130823135376,2624635,qMxak3,172.17.0.3,3.547130823135376,1,"203_E=log,T=1000,a=0.6000,c=2,tau=0.8000",0.6,0,2,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.040166861769219186,1746066263,,True,1,2025-05-01_02-24-23,0.511864423751831,0.511864423751831,2619947,qMxak3,172.17.0.3,0.511864423751831,1,"201_E=1,T=1000,a=0.6000,c=2,tau=0.8000",0.6,0,2,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.89,0.08497073009676993,1746066278,,True,1,2025-05-01_02-24-38,3.4636659622192383,3.4636659622192383,2630972,qMxak3,172.17.0.3,3.4636659622192383,1,"208_E=5,T=1000,a=0.8000,c=2,tau=0.8000",0.8,0,2,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.83,0.11877799227897061,1746066279,,True,1,2025-05-01_02-24-39,3.9258005619049072,3.9258005619049072,2630974,qMxak3,172.17.0.3,3.9258005619049072,1,"209_E=log,T=1000,a=0.8000,c=2,tau=0.8000",0.8,0,2,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.85,0.17722620501524666,1746066272,,True,1,2025-05-01_02-24-32,1.8244054317474365,1.8244054317474365,2629217,qMxak3,172.17.0.3,1.8244054317474365,1,"207_E=1,T=1000,a=0.8000,c=2,tau=0.8000",0.8,0,2,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.26,0.2818757804528477,1746066278,,True,1,2025-05-01_02-24-38,1.9808611869812012,1.9808611869812012,2635461,qMxak3,172.17.0.3,1.9808611869812012,1,"210_E=1,T=1000,a=0.9000,c=2,tau=0.8000",0.9,0,2,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.057675835013577245,1746066273,,True,1,2025-05-01_02-24-33,3.08453631401062,3.08453631401062,2627031,qMxak3,172.17.0.3,3.08453631401062,1,"205_E=5,T=1000,a=0.7000,c=2,tau=0.8000",0.7,0,2,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.08614870455451948,1746066273,,True,1,2025-05-01_02-24-33,3.4503567218780518,3.4503567218780518,2627088,qMxak3,172.17.0.3,3.4503567218780518,1,"206_E=log,T=1000,a=0.7000,c=2,tau=0.8000",0.7,0,2,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.66,0.15112080787769144,1746066284,,True,1,2025-05-01_02-24-44,3.5142548084259033,3.5142548084259033,2641734,qMxak3,172.17.0.3,3.5142548084259033,1,"212_E=log,T=1000,a=0.9000,c=2,tau=0.8000",0.9,0,2,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03985329991330291,1746066289,,True,1,2025-05-01_02-24-49,1.7972490787506104,1.7972490787506104,2646637,qMxak3,172.17.0.3,1.7972490787506104,1,"216_E=1,T=1000,a=0.5100,c=3,tau=0.8000",0.51,0,3,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.69,0.17696794830367021,1746066290,,True,1,2025-05-01_02-24-50,4.198521614074707,4.198521614074707,2645728,qMxak3,172.17.0.3,4.198521614074707,1,"215_E=log,T=1000,a=0.9900,c=2,tau=0.8000",0.99,0,2,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.34,0.1370539282185603,1746066289,,True,1,2025-05-01_02-24-49,3.382474422454834,3.382474422454834,2645729,qMxak3,172.17.0.3,3.382474422454834,1,"214_E=5,T=1000,a=0.9900,c=2,tau=0.8000",0.99,0,2,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.07,0.37616311136636865,1746066283,,True,1,2025-05-01_02-24-43,2.3907594680786133,2.3907594680786133,2641733,qMxak3,172.17.0.3,2.3907594680786133,1,"213_E=1,T=1000,a=0.9900,c=2,tau=0.8000",0.99,0,2,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.54,0.11366143333821264,1746066284,,True,1,2025-05-01_02-24-44,3.098151683807373,3.098151683807373,2641732,qMxak3,172.17.0.3,3.098151683807373,1,"211_E=5,T=1000,a=0.9000,c=2,tau=0.8000",0.9,0,2,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.024638800765839734,1746066295,,True,1,2025-05-01_02-24-55,3.15501070022583,3.15501070022583,2653383,qMxak3,172.17.0.3,3.15501070022583,1,"218_E=log,T=1000,a=0.5100,c=3,tau=0.8000",0.51,0,3,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03263393296424602,1746066300,,True,1,2025-05-01_02-25-00,3.7294843196868896,3.7294843196868896,2654521,qMxak3,172.17.0.3,3.7294843196868896,1,"221_E=log,T=1000,a=0.6000,c=3,tau=0.8000",0.6,0,3,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.019286151683966968,1746066299,,True,1,2025-05-01_02-24-59,3.056666851043701,3.056666851043701,2654518,qMxak3,172.17.0.3,3.056666851043701,1,"220_E=5,T=1000,a=0.6000,c=3,tau=0.8000",0.6,0,3,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.96,0.05480300041837698,1746066298,,True,1,2025-05-01_02-24-58,1.4249351024627686,1.4249351024627686,2658688,qMxak3,172.17.0.3,1.4249351024627686,1,"222_E=1,T=1000,a=0.7000,c=3,tau=0.8000",0.7,0,3,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.015916178212719134,1746066294,,True,1,2025-05-01_02-24-54,3.332465410232544,3.332465410232544,2649337,qMxak3,172.17.0.3,3.332465410232544,1,"217_E=5,T=1000,a=0.5100,c=3,tau=0.8000",0.51,0,3,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04803031940284712,1746066294,,True,1,2025-05-01_02-24-54,1.7007732391357422,1.7007732391357422,2653386,qMxak3,172.17.0.3,1.7007732391357422,1,"219_E=1,T=1000,a=0.6000,c=3,tau=0.8000",0.6,0,3,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.08969684930045597,1746066309,,True,1,2025-05-01_02-25-09,3.4768824577331543,3.4768824577331543,2667196,qMxak3,172.17.0.3,3.4768824577331543,1,"227_E=log,T=1000,a=0.8000,c=3,tau=0.8000",0.8,0,3,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.029104968562115207,1746066305,,True,1,2025-05-01_02-25-05,3.1946568489074707,3.1946568489074707,2663935,qMxak3,172.17.0.3,3.1946568489074707,1,"223_E=5,T=1000,a=0.7000,c=3,tau=0.8000",0.7,0,3,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.95,0.07936160432014687,1746066304,,True,1,2025-05-01_02-25-04,2.1799962520599365,2.1799962520599365,2663936,qMxak3,172.17.0.3,2.1799962520599365,1,"225_E=1,T=1000,a=0.8000,c=3,tau=0.8000",0.8,0,3,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.97,0.04819848800222993,1746066308,,True,1,2025-05-01_02-25-08,2.6956512928009033,2.6956512928009033,2667195,qMxak3,172.17.0.3,2.6956512928009033,1,"226_E=5,T=1000,a=0.8000,c=3,tau=0.8000",0.8,0,3,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.8,0.14940082994904194,1746066308,,True,1,2025-05-01_02-25-08,1.6080355644226074,1.6080355644226074,2668052,qMxak3,172.17.0.3,1.6080355644226074,1,"228_E=1,T=1000,a=0.9000,c=3,tau=0.8000",0.9,0,3,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05467564213146124,1746066305,,True,1,2025-05-01_02-25-05,3.4849817752838135,3.4849817752838135,2663898,qMxak3,172.17.0.3,3.4849817752838135,1,"224_E=log,T=1000,a=0.7000,c=3,tau=0.8000",0.7,0,3,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.69,0.07589999647084043,1746066313,,True,1,2025-05-01_02-25-13,2.831063985824585,2.831063985824585,2669701,qMxak3,172.17.0.3,2.831063985824585,1,"229_E=5,T=1000,a=0.9000,c=3,tau=0.8000",0.9,0,3,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.86,0.13070154172781717,1746066314,,True,1,2025-05-01_02-25-14,3.3262414932250977,3.3262414932250977,2669624,qMxak3,172.17.0.3,3.3262414932250977,1,"230_E=log,T=1000,a=0.9000,c=3,tau=0.8000",0.9,0,3,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04581597165103839,1746066317,,True,1,2025-05-01_02-25-17,2.356708288192749,2.356708288192749,2675547,qMxak3,172.17.0.3,2.356708288192749,1,"234_E=1,T=1000,a=0.5100,c=4,tau=0.8000",0.51,0,4,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.46,0.10299409268982739,1746066318,,True,1,2025-05-01_02-25-18,3.0265145301818848,3.0265145301818848,2675621,qMxak3,172.17.0.3,3.0265145301818848,1,"232_E=5,T=1000,a=0.9900,c=3,tau=0.8000",0.99,0,3,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.89,0.1683747066178245,1746066318,,True,1,2025-05-01_02-25-18,3.4740142822265625,3.4740142822265625,2675651,qMxak3,172.17.0.3,3.4740142822265625,1,"233_E=log,T=1000,a=0.9900,c=3,tau=0.8000",0.99,0,3,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.45,0.22796826987214547,1746066313,,True,1,2025-05-01_02-25-13,1.6849520206451416,1.6849520206451416,2669776,qMxak3,172.17.0.3,1.6849520206451416,1,"231_E=1,T=1000,a=0.9900,c=3,tau=0.8000",0.99,0,3,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.01828692949963691,1746066323,,True,1,2025-05-01_02-25-23,3.32277250289917,3.32277250289917,2682477,qMxak3,172.17.0.3,3.32277250289917,1,"235_E=5,T=1000,a=0.5100,c=4,tau=0.8000",0.51,0,4,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.056370319030361375,1746066322,,True,1,2025-05-01_02-25-22,1.5088467597961426,1.5088467597961426,2682701,qMxak3,172.17.0.3,1.5088467597961426,1,"237_E=1,T=1000,a=0.6000,c=4,tau=0.8000",0.6,0,4,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.01551523356498904,1746066329,,True,1,2025-05-01_02-25-29,3.142094850540161,3.142094850540161,2687094,qMxak3,172.17.0.3,3.142094850540161,1,"239_E=log,T=1000,a=0.6000,c=4,tau=0.8000",0.6,0,4,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.93,0.07112960800909723,1746066328,,True,1,2025-05-01_02-25-28,1.9127531051635742,1.9127531051635742,2687096,qMxak3,172.17.0.3,1.9127531051635742,1,"240_E=1,T=1000,a=0.7000,c=4,tau=0.8000",0.7,0,4,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.018621397304413145,1746066328,,True,1,2025-05-01_02-25-28,2.878873109817505,2.878873109817505,2686993,qMxak3,172.17.0.3,2.878873109817505,1,"238_E=5,T=1000,a=0.6000,c=4,tau=0.8000",0.6,0,4,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.014108710650894836,1746066324,,True,1,2025-05-01_02-25-24,3.8525757789611816,3.8525757789611816,2682478,qMxak3,172.17.0.3,3.8525757789611816,1,"236_E=log,T=1000,a=0.5100,c=4,tau=0.8000",0.51,0,4,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.85,0.07714554077963019,1746066332,,True,1,2025-05-01_02-25-32,1.5804646015167236,1.5804646015167236,2691398,qMxak3,172.17.0.3,1.5804646015167236,1,"243_E=1,T=1000,a=0.8000,c=4,tau=0.8000",0.8,0,4,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.019992900851056438,1746066333,,True,1,2025-05-01_02-25-33,3.078493118286133,3.078493118286133,2688556,qMxak3,172.17.0.3,3.078493118286133,1,"241_E=5,T=1000,a=0.7000,c=4,tau=0.8000",0.7,0,4,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.9,0.09898127015474874,1746066338,,True,1,2025-05-01_02-25-38,2.1896579265594482,2.1896579265594482,2696021,qMxak3,172.17.0.3,2.1896579265594482,1,"246_E=1,T=1000,a=0.9000,c=4,tau=0.8000",0.9,0,4,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.02776397784606126,1746066338,,True,1,2025-05-01_02-25-38,2.7248244285583496,2.7248244285583496,2696020,qMxak3,172.17.0.3,2.7248244285583496,1,"244_E=5,T=1000,a=0.8000,c=4,tau=0.8000",0.8,0,4,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.024660058393978303,1746066334,,True,1,2025-05-01_02-25-34,3.743604898452759,3.743604898452759,2688920,qMxak3,172.17.0.3,3.743604898452759,1,"242_E=log,T=1000,a=0.7000,c=4,tau=0.8000",0.7,0,4,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.052150165187828085,1746066339,,True,1,2025-05-01_02-25-39,3.7140443325042725,3.7140443325042725,2696019,qMxak3,172.17.0.3,3.7140443325042725,1,"245_E=log,T=1000,a=0.8000,c=4,tau=0.8000",0.8,0,4,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.68,0.0681400968668369,1746066347,,True,1,2025-05-01_02-25-47,1.2118453979492188,1.2118453979492188,2702185,qMxak3,172.17.0.3,1.2118453979492188,1,"250_E=5,T=1000,a=0.9900,c=4,tau=0.8000",0.99,0,4,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.09395065504225414,1746066345,,True,1,2025-05-01_02-25-45,4.199439287185669,4.199439287185669,2699877,qMxak3,172.17.0.3,4.199439287185669,1,"248_E=log,T=1000,a=0.9000,c=4,tau=0.8000",0.9,0,4,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.66,0.15131692438333946,1746066343,,True,1,2025-05-01_02-25-43,1.592374324798584,1.592374324798584,2700601,qMxak3,172.17.0.3,1.592374324798584,1,"249_E=1,T=1000,a=0.9900,c=4,tau=0.8000",0.99,0,4,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.87,0.045170709792842094,1746066344,,True,1,2025-05-01_02-25-44,3.441362142562866,3.441362142562866,2699876,qMxak3,172.17.0.3,3.441362142562866,1,"247_E=5,T=1000,a=0.9000,c=4,tau=0.8000",0.9,0,4,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05182910535506474,1746066348,,True,1,2025-05-01_02-25-48,0.4190177917480469,0.4190177917480469,2707406,qMxak3,172.17.0.3,0.4190177917480469,1,"252_E=1,T=1000,a=0.5100,c=5,tau=0.8000",0.51,0,5,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.98,0.13534780521607426,1746066348,,True,1,2025-05-01_02-25-48,1.8896875381469727,1.8896875381469727,2702111,qMxak3,172.17.0.3,1.8896875381469727,1,"251_E=log,T=1000,a=0.9900,c=4,tau=0.8000",0.99,0,4,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03022445600606241,1746066350,,True,1,2025-05-01_02-25-50,1.1399645805358887,1.1399645805358887,2707485,qMxak3,172.17.0.3,1.1399645805358887,1,"253_E=5,T=1000,a=0.5100,c=5,tau=0.8000",0.51,0,5,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.06471431507420973,1746066351,,True,1,2025-05-01_02-25-51,1.1621243953704834,1.1621243953704834,2707563,qMxak3,172.17.0.3,1.1621243953704834,1,"255_E=1,T=1000,a=0.6000,c=5,tau=0.8000",0.6,0,5,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.019320948685269103,1746066353,,True,1,2025-05-01_02-25-53,2.7605063915252686,2.7605063915252686,2707535,qMxak3,172.17.0.3,2.7605063915252686,1,"254_E=log,T=1000,a=0.5100,c=5,tau=0.8000",0.51,0,5,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.01986830739230017,1746066356,,True,1,2025-05-01_02-25-56,2.470646381378174,2.470646381378174,2708452,qMxak3,172.17.0.3,2.470646381378174,1,"257_E=log,T=1000,a=0.6000,c=5,tau=0.8000",0.6,0,5,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.030768399254710442,1746066355,,True,1,2025-05-01_02-25-55,2.407532215118408,2.407532215118408,2708403,qMxak3,172.17.0.3,2.407532215118408,1,"256_E=5,T=1000,a=0.6000,c=5,tau=0.8000",0.6,0,5,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.97,0.08307607311067827,1746066356,,True,1,2025-05-01_02-25-56,1.0425331592559814,1.0425331592559814,2711467,qMxak3,172.17.0.3,1.0425331592559814,1,"258_E=1,T=1000,a=0.7000,c=5,tau=0.8000",0.7,0,5,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05090877556710918,1746066371,,True,1,2025-05-01_02-26-11,2.785698890686035,2.785698890686035,2719864,qMxak3,172.17.0.3,2.785698890686035,1,"266_E=log,T=1000,a=0.9000,c=5,tau=0.8000",0.9,0,5,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.69,0.09232929790004415,1746066361,,True,1,2025-05-01_02-26-01,1.8119375705718994,1.8119375705718994,2714499,qMxak3,172.17.0.3,1.8119375705718994,1,"261_E=1,T=1000,a=0.8000,c=5,tau=0.8000",0.8,0,5,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.020316394356519246,1746066366,,True,1,2025-05-01_02-26-06,2.2072837352752686,2.2072837352752686,2717032,qMxak3,172.17.0.3,2.2072837352752686,1,"263_E=log,T=1000,a=0.8000,c=5,tau=0.8000",0.8,0,5,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.97,0.028237396762538086,1746066364,,True,1,2025-05-01_02-26-04,1.3395605087280273,1.3395605087280273,2717155,qMxak3,172.17.0.3,1.3395605087280273,1,"262_E=5,T=1000,a=0.8000,c=5,tau=0.8000",0.8,0,5,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.77,0.09226154806153355,1746066366,,True,1,2025-05-01_02-26-06,1.3373324871063232,1.3373324871063232,2718933,qMxak3,172.17.0.3,1.3373324871063232,1,"264_E=1,T=1000,a=0.9000,c=5,tau=0.8000",0.9,0,5,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
0.98,0.031086895523810908,1746066361,,True,1,2025-05-01_02-26-01,2.7231929302215576,2.7231929302215576,2714455,qMxak3,172.17.0.3,2.7231929302215576,1,"259_E=5,T=1000,a=0.7000,c=5,tau=0.8000",0.7,0,5,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.016158786423433096,1746066362,,True,1,2025-05-01_02-26-02,3.5251827239990234,3.5251827239990234,2714492,qMxak3,172.17.0.3,3.5251827239990234,1,"260_E=log,T=1000,a=0.7000,c=5,tau=0.8000",0.7,0,5,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.94,0.032557612923646256,1746066370,,True,1,2025-05-01_02-26-10,2.4692394733428955,2.4692394733428955,2719306,qMxak3,172.17.0.3,2.4692394733428955,1,"265_E=5,T=1000,a=0.9000,c=5,tau=0.8000",0.9,0,5,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
0.84,0.045863215831140385,1746066374,,True,1,2025-05-01_02-26-14,2.4734582901000977,2.4734582901000977,2724065,qMxak3,172.17.0.3,2.4734582901000977,1,"268_E=5,T=1000,a=0.9900,c=5,tau=0.8000",0.99,0,5,0.8,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.09206206334710723,1746066375,,True,1,2025-05-01_02-26-15,3.1574201583862305,3.1574201583862305,2724267,qMxak3,172.17.0.3,3.1574201583862305,1,"269_E=log,T=1000,a=0.9900,c=5,tau=0.8000",0.99,0,5,0.8,log,1000,normal,hete,federated,0.25,10,100,2025
0.81,0.1073807029145552,1746066370,,True,1,2025-05-01_02-26-10,1.6983933448791504,1.6983933448791504,2719967,qMxak3,172.17.0.3,1.6983933448791504,1,"267_E=1,T=1000,a=0.9900,c=5,tau=0.8000",0.99,0,5,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
